title,category,dist,lat,lng,rating,reviewsCount,price
مسجد Mosque,Mosque,"RQJM+96 Al Munsiyah, Riyadh Saudi Arabia",24.8309477,46.783103,4.8,36,
مسجد بترومين,Mosque,,24.8308355,46.7308784,4.2,5,
مصلى,Mosque,"RP3C+VG Qurtubah, Riyadh Saudi Arabia",24.8047053,46.7213793,5,1,
Mahdi Al-Rashid Mosque,Mosque,"RP9X+FV Qurtubah, Riyadh Saudi Arabia",24.818547,46.7496621,4.6,20,
Lateefa Aal Sheikh Mosque,Mosque,"QQP7+99 Al Hamra, Riyadh Saudi Arabia",24.7859587,46.7634661,4.7,176,
مسجد منيرة بنت عبد الرحمن السلولي,Mosque,"QPPX+HC Ghirnatah, Riyadh Saudi Arabia",24.7864618,46.748501,4.4,15,
Mother of Prince Bandar bin Abdulaziz Mosque,Mosque,,24.7958747,46.6777854,4.8,995,
مسجد,Mosque,"QPXX+28 Ghirnatah, Riyadh Saudi Arabia",24.7976902,46.7482968,,0,
Al Swailem Mosque,Mosque,"QMPM+CQ Al Wadi, Riyadh Saudi Arabia",24.7860965,46.6844112,4.7,129,
مسجد Mosque,Mosque,,24.8246028,46.7445468,4.5,47,
مسجد السحيم,Mosque,"RP9F+PX Qurtubah, Riyadh Saudi Arabia",24.8192656,46.7249677,5,1,
مسجد,Mosque,"RQ74+CQ Al Munsiyah, Riyadh Saudi Arabia",24.8135125,46.75692,4.7,28,
Ahmed Alhussain Mosque,Mosque,"RQJ2+M8 Al Munsiyah, Riyadh Saudi Arabia",24.831673,46.7508153,4.5,56,
Khalid Bin Alwalid Mosque مسجد خالد بن الوليد,Mosque,,24.7801632,46.7529456,4.1,7,
مسجد,Mosque,"RQ66+6X Al Munsiyah, Riyadh Saudi Arabia",24.8105445,46.7624157,5,1,
مسجد خالد بن الوليد,Mosque,"RP2X+98 Ghirnatah, Riyadh Saudi Arabia",24.8008947,46.7482517,4.7,35,
مسجد منيرة حمد الشبيلي,Mosque,"RP45+4Q Al Falah, Riyadh Saudi Arabia",24.8052617,46.7092468,4.7,158,
مسجد مهدي ال سلطان,Mosque,"RQ73+35 Qurtubah, Riyadh Saudi Arabia",24.812784,46.7529804,4.7,33,
mosque,Mosque,,24.7782227,46.786969,5,2,
Ehsan mosque,Mosque,"RQ33+JR Ghirnatah, Riyadh Saudi Arabia",24.8040999,46.7545466,4.8,41,
Masjid Khadija RA with Women praying section,Mosque,,24.7931293,46.7647266,4.7,133,
مصلى مطاعم شارع ٩,Mosque,"RPMM+RV King Khalid International Airport, Riyadh Saudi Arabia",24.834546,46.734714,,0,
جامع الخريف,Mosque,"RQFP+JG Al Munsiyah, Riyadh Saudi Arabia",24.824117,46.7863113,4,4,
The housing complex mosque,Mosque,"MPH2+43 Al Olaya, Riyadh Saudi Arabia",24.6777795,46.7001748,4.6,144,
مسجد فاطمة النملة,Mosque,,24.7966673,46.7294683,4.9,16,
Hamad Albabtain Mosque,Mosque,"RP4R+3W Qurtubah, Riyadh Saudi Arabia",24.8052186,46.7423338,4.8,436,
جامع غرناطة,Mosque,"QPVP+F8 Ghirnatah, Riyadh Saudi Arabia",24.793611,46.7357693,4.7,77,
Mosque,Mosque,,24.8201997,46.7306724,5,2,
Hamad bin Mehmas mosque,Mosque,"RP8Q+JX Qurtubah, Riyadh Saudi Arabia",24.8167016,46.7398385,4.6,62,
Dar Al Uloom Grand Mosque,Mosque,"QPW5+PF Al Falah, Riyadh Saudi Arabia",24.7968385,46.7086473,4.7,451,
Imam Turki Bin Abdullah Grand Mosque,Mosque,"JPJ6+75 Ad Dirah, Riyadh Saudi Arabia",24.6307011,46.7104242,4.7,2388,
Knfra Mosque,Mosque,"RQ82+RM Qurtubah, Riyadh Saudi Arabia",24.8170991,46.7516997,4.7,68,
مسجد طرفة المزروع,Mosque,,24.8068646,46.7382511,,0,
مسجد,Mosque,"QPVW+38 Ghirnatah, Riyadh Saudi Arabia",24.7927221,46.7458203,4.6,25,
Alrdahi Mosque,Mosque,"RPHV+92 Qurtubah, Riyadh Saudi Arabia",24.8285198,46.7427504,4.8,49,
Ibrahim bin Mohammed alsabbah & his parents Mosque,Mosque,"RQM6+F2 Al Munsiyah, Riyadh Saudi Arabia",24.8337044,46.7600804,,0,
مسجد قرطبة,Mosque,"RPFJ+G5 Qurtubah, Riyadh Saudi Arabia",24.8238274,46.7305146,,0,
مسجد بن جبرين,Mosque,"RPGQ+PX Qurtubah, Riyadh Saudi Arabia",24.8269371,46.7401055,,0,
مسجد الإمام مالك,Mosque,,24.8033005,46.7513686,4.5,32,
مسجد السلام,Mosque,"RQR2+9Q Al Munsiyah, Riyadh Saudi Arabia",24.8409338,46.7519936,5,2,
مسجد,Mosque,,24.8238921,46.7304808,4.6,5,
Ayed al-Badrani Mosque,Mosque,"RPFR+4H Qurtubah, Riyadh Saudi Arabia",24.8228328,46.7414369,4.8,107,
مسجد بن جبرين,Mosque,"RP8M+7F Qurtubah, Riyadh Saudi Arabia",24.8157027,46.7336634,,0,
مسجد المونسية,Mosque,"RQ97+G2 Al Munsiyah, Riyadh Saudi Arabia",24.8188279,46.7625728,,0,
مسجد,Mosque,"RQ46+22 Al Yarmuk, Riyadh Saudi Arabia",24.8050911,46.7600692,5,1,
Mosque,Mosque,"RQ9H+3R Al Munsiyah, Riyadh Saudi Arabia",24.8175445,46.7796586,4.3,6,
مسجد غرناطة,Mosque,"QQQ2+4V Ghirnatah, Riyadh Saudi Arabia",24.7878311,46.7521829,4.5,4,
Grand Mosque,Mosque,"VP4H+5F King Khalid International Airport, Riyadh Saudi Arabia",24.8554831,46.728632,4.7,150,
Othman Bin Affan Mosque,Mosque,"QMVX+8P Al Wadi, Riyadh Saudi Arabia",24.7933308,46.6992776,4.8,669,
Family mosque,Mosque,,24.8297639,46.7319114,4.8,40,
مسجد طارق العريفي,Mosque,"RQ83+XM Al Munsiyah, Riyadh Saudi Arabia",24.8174459,46.7543092,4.7,50,
مسجد Mosque,Mosque,"QPM8+C9 Al Izdihar, Riyadh Saudi Arabia",24.7835901,46.7159417,4.8,22,
مسجد,Mosque,"RPCJ+27 Qurtubah, Riyadh Saudi Arabia",24.8200491,46.7306816,5,2,
مسجد القاسم,Mosque,,24.8073388,46.7432478,4.7,17,
King Khalid Grand Mosque,Mosque,"PM23+92 Umm Al Hamam Al Gharbi, Riyadh Saudi Arabia",24.7009662,46.6525334,4.8,8095,
مسجد قرطبة,Mosque,"RP6Q+P6 Qurtubah, Riyadh Saudi Arabia",24.8118492,46.7381446,4.8,10,
مسجد سليمان بن عبدالله العيسى,Mosque,,24.8074097,46.7529319,4.8,20,
Dar all ulloom,Mosque,"QPW5+PF Al Falah, Riyadh Saudi Arabia",24.7968385,46.7086473,5,1,
جامع المونسيه,Mosque,"RQF3+3H Al Munsiyah, Riyadh Saudi Arabia",24.8226369,46.7539743,4.5,23,
Muzna Salim Al Otaibi mosque,Mosque,"RQ63+78 Qurtubah, Riyadh Saudi Arabia",24.810672,46.7533727,4.5,48,
مصلى,Mosque,"RP8X+5J Qurtubah, Riyadh Saudi Arabia",24.8154091,46.7490563,5,1,
مصلى رجال,Mosque,,24.7977175,46.7434727,4.3,3,
Masjid,Mosque,,24.7957677,46.74331,4.6,10,
Al Lohaidan Masjid,Mosque,"RQ23+MP Ghirnatah, Riyadh Saudi Arabia",24.8016539,46.7543645,4.7,331,
مسجد,Mosque,"QPWV+4P Ghirnatah, Riyadh Saudi Arabia",24.795351,46.744359,5,1,
مصلى الحاره,Mosque,"RP4W+4G Qurtubah, Riyadh Saudi Arabia",24.8052822,46.7462703,5,1,
مسجد العتيبي,Mosque,"RQ65+C4 Al Munsiyah, Riyadh Saudi Arabia",24.8110745,46.7579419,4.7,15,
جامع والدة عبدالكريم السليمي,Mosque,"RPHW+QC Qurtubah, Riyadh Saudi Arabia",24.8296413,46.7459655,4.7,74,
مسجد المقبل,Mosque,,24.8333881,46.7400769,4.6,109,
مسجد,Mosque,,24.7884455,46.7451804,4.4,9,
مسجد عثمان بن عفان بحي غرناطة,Mosque,"QQX2+HJ Ghirnatah, Riyadh Saudi Arabia",24.7987496,46.7516195,4.8,32,
مسجد النخيل,Mosque,,24.8116106,46.7338185,4.7,18,
masjid business gate,Mosque,,24.8072062,46.718535,4.5,2,
مسجد معالم النور,Mosque,"RP3M+PR Qurtubah, Riyadh Saudi Arabia",24.8041897,46.734633,4.8,14,
Abdul-rahman Alobailan's mother mosque,Mosque,,24.8178692,46.7213297,4.8,118,
مسجد,Mosque,,24.8150274,46.7517135,5,2,
Othman Mosque,Mosque,"RP9M+WH Qurtubah, Riyadh Saudi Arabia",24.8197622,46.7339551,4.7,52,
Ad Dakheel Mosque,Mosque,"QPVQ+X6 Ghirnatah, Riyadh Saudi Arabia",24.7949955,46.7380647,4.8,977,
Nasir Alorifi Mosque,Mosque,"RPJR+8J Qurtubah, Riyadh Saudi Arabia",24.8307183,46.741542,,0,
مسجد ام هاني رضي الله عنها,Mosque,"RP2R+VV Qurtubah, Riyadh Saudi Arabia",24.8022359,46.7421934,4.8,86,
مسجد,Mosque,"RP2G+CP Qurtubah, Riyadh Saudi Arabia",24.8011176,46.7267669,,0,
جامع والدة الامير عبد العزيز,Mosque,"RP38+7C Al Falah, Riyadh Saudi Arabia",24.8032228,46.7160686,4.8,73,
Arini Mosque,Mosque,"RP7P+62 Qurtubah, Riyadh Saudi Arabia",24.8130894,46.7350566,4.7,128,
Al-Saheem Mosque,Mosque,"RP9F+MX Qurtubah, Riyadh Saudi Arabia",24.8192198,46.7249889,4.8,46,
Mosque,Mosque,,24.8222668,46.7387943,4.8,13,
Mosque,Mosque,"RP39+HM Qurtubah, Riyadh Saudi Arabia",24.8038564,46.7191797,4.7,27,
Kedir Mosque,Mosque,"RPHM+83 Qurtubah, Riyadh Saudi Arabia",24.8282826,46.7325368,4.7,27,
جامع قرطبة الغربية,Mosque,"RP3J+3V Qurtubah, Riyadh Saudi Arabia",24.8027271,46.7322864,5,3,
مسجد ابو عبدالمحسن,Mosque,"RP9H+JP Qurtubah, Riyadh Saudi Arabia",24.8190567,46.72927,5,12,
Dar righteous mosque,Mosque,"RP7V+G4 Qurtubah, Riyadh Saudi Arabia",24.8138561,46.7428446,4.6,73,
Mamur Mosque,Mosque,"RP6V+69 Qurtubah, Riyadh Saudi Arabia",24.8105874,46.7433679,4.8,277,
جامع أحمد بن عبدالرحمن العبيلان,Mosque,"RPFM+FF Qurtubah, Riyadh Saudi Arabia",24.8235869,46.733648,4.7,156,
Masjid Khalid bin Al Waleed,Mosque,"RP6R+62 Qurtubah, Riyadh Saudi Arabia",24.8106582,46.7402754,4.8,205,
مسجد ام هاني رضي اللّه عنها,Mosque,"RP3V+46 Qurtubah, Riyadh Saudi Arabia",24.8028213,46.7430823,5,3,
Prince Sultan bin Fahd Mosque,Mosque,"RP2M+PP Qurtubah, Riyadh Saudi Arabia",24.8018432,46.7343479,4.8,1125,
مسجد منيرة محمد الصانع,Mosque,"RPFG+4F Qurtubah, Riyadh Saudi Arabia",24.8226992,46.7262654,4.7,89,
Arifi mosque,Mosque,"RPJR+8J Qurtubah, Riyadh Saudi Arabia",24.8307184,46.7415421,4.7,27,
Tdawee Ar-Riyadh parking area مواقف سيارات تداوي الرياض,Parking lot,"QPWR+9Q Ghirnatah, Riyadh Saudi Arabia",24.795882,46.7419743,3,5,
Emergency King Khalid University Hospital,Emergency care physician,"PJ7C+7P King Saud University, Riyadh Saudi Arabia",24.7131974,46.6218429,3.2,99,
Al Salam Health Medical Hospital,Private hospital,"PR32+HV As Salam, Riyadh Saudi Arabia",24.7039049,46.8022124,2.7,1292,
Skin Clinic,Skin care clinic,"QMQ5+J7 Ar Rabi, Riyadh Saudi Arabia",24.7891036,46.6582038,3.7,135,
PNU KAUH مستشفي الملك عبدالله,Hospital,"RPPF+73 King Khalid International Airport, Riyadh Saudi Arabia",24.8356462,46.7226585,3.7,3,
Sky Clinic,Children's hospital,"PMX5+6F Al Muruj, Riyadh Saudi Arabia",24.7480325,46.6586361,3.9,57,
Ministry of National Guard - Health Affairs,Hospital,"PVX4+WM Ar Rimayah, Riyadh Saudi Arabia",24.7497654,46.856731,3.6,200,
Ahmed Abanme Hospital,Hospital,,24.7915834,46.7436618,3.6,17,
Al Osra International Clinic,Hospital,"HJRX+Q5 Dhahrat Al Badi'ah, Riyadh Saudi Arabia",24.5919082,46.6479321,5,1,
Al Hayat clinic,Pharmacy,"MQPW+4R Al Fayha, Riyadh Saudi Arabia",24.6852552,46.7970411,2.9,33,
Student medical center,Medical Center,,24.8553728,46.7184578,5,1,
Saudi Care Medical Center,Medical Center,"QM28+75 Al Muruj, Riyadh Saudi Arabia",24.7507253,46.6654138,3.3,60,
مجمع د.محمد الرافعي الإستشاري لطب الأسنان,Dental clinic,"RM69+GX An Narjis, Riyadh Saudi Arabia",24.8112831,46.6699867,4.3,148,
Healthy Poly Clinic,Local medical services,"VJ9Q+5X Al Aarid, Riyadh Saudi Arabia",24.8678864,46.6399929,4,28,
صيدلية النهدي,Pharmacy,"RQC2+J5 Qurtubah, Riyadh Saudi Arabia",24.8216,46.7505,4.2,5,
"Children's Specialized Hospital, King Fahad Medical City",Children's hospital,"MPP3+XG As Sulimaniyah, Riyadh Saudi Arabia",24.6874495,46.7037899,4.1,1681,
Fixed medical physiotherapy center for children steps,Rehabilitation center,"QPQ2+RG Al Wadi, Riyadh Saudi Arabia",24.7896051,46.70131,4.6,84,
Taiba Dental Clinics,Dental clinic,"PMQ9+VQ King Fahd, Riyadh Saudi Arabia",24.739715,46.6693902,4.4,53,
عيادة الاسنان في كلية طب الاسنان,Hospital,"RPV9+7J King Khalid International Airport, Riyadh Saudi Arabia",24.8431672,46.7190717,,0,
دياڤيرم | Diaverum,Corporate office,"VP4P+GG King Khalid International Airport, Riyadh Saudi Arabia",24.8563572,46.7363094,4.4,45,
Children's Oncology Hospital,Hospital,"RMHV+8G An Narjis, Riyadh Saudi Arabia",24.8282586,46.693805,5,2,
Building 11,Hospital,"VP37+23 King Khalid International Airport, Riyadh Saudi Arabia",24.8525788,46.7126874,,0,
Health clinic,Hospital,"RQ6F+V5 Al Yarmuk, Riyadh Saudi Arabia",24.8121629,46.7729931,2.3,6,
LIV Medical Company,Medical group,"QPP3+Q3 Al Wadi, Riyadh Saudi Arabia",24.7869456,46.7028394,,0,
صيدلية النهدي,Pharmacy,"RP4P+9Q Al Munsiyah, Riyadh Saudi Arabia",24.8059916,46.7368761,4.2,10,
Riyadh National Hospital,Hospital,"MPMG+8P Az Zahra, Riyadh Saudi Arabia",24.6832674,46.726856,2,1,
New You Medical Center,Medical Center,"PMGJ+4M Al Wurud, Riyadh Saudi Arabia",24.7252684,46.6816992,3.9,1116,
Al-Rowad Dental Polyclinic,Dental clinic,"PQ9Q+XV Al Manar, Riyadh Saudi Arabia",24.7198727,46.7896435,,0,
Animal Welfare Clinic,Veterinarian,"PMHQ+8J Al Wurud, Riyadh Saudi Arabia",24.7283558,46.6890175,3.8,186,
عيادة طب الأسنان مدخل رقم ١,Dental clinic,"RPV9+6F King Khalid International Airport, Riyadh Saudi Arabia",24.8430467,46.7186395,5,1,
King Abdulaziz Medical City,General hospital,"QV88+G4 Ar Rimayah, Riyadh Saudi Arabia",24.766369,46.8653521,3.9,242,
Al-khazan Medical Group,Dental clinic,,24.6433536,46.6984984,3,3,
Alnahadah Hospital,Hospital,"QPFG+Q4 Al Izdihar, Riyadh Saudi Arabia",24.7743854,46.7252994,5,1,
Al Mansour Medical Clinic,Hospital,"MVR2+9F As Saadah, Riyadh Saudi Arabia",24.6909929,46.8511493,2.3,76,
مجمع لينه الطبي,Hospital,,24.8025371,46.7602649,,0,
Nahdi,Pharmacy,"QP7X+52 Al Quds, Riyadh Saudi Arabia",24.7629415,46.747608,3.9,78,
mozdanh clinic,Medical Center,"RJ4X+MP As Sahafah, Riyadh Saudi Arabia",24.8066838,46.6493081,3.3,524,
Advanced Pet Clinic,Veterinarian,"QMCQ+6J Almasiaf, Riyadh Saudi Arabia",24.7705942,46.6890095,3.3,1943,
Vezeeta Saudi,Software company,"RP58+4G Qurtubah, Riyadh Saudi Arabia",24.8078337,46.7163103,3.4,26,
عيادة اجوان ajwan clinic,Dental clinic,"PMM8+C7 King Fahd, Riyadh Saudi Arabia",24.7335031,46.6656468,4.9,22,
Via Center,Plastic surgery clinic,"MMVG+G9 Al Olaya, Riyadh Saudi Arabia",24.6938275,46.6759988,3.4,151,
اباس جلدية واسنان,Hospital,,24.7816282,46.7490279,,0,
Ajmal Clinics,Plastic surgery clinic,"PM7G+C4 Al Olaya, Riyadh Saudi Arabia",24.7135517,46.6752957,3.4,5,
عيادات ديماس للجلدية و الاسنان,Hospital,"QQG3+68 Al Hamra, Riyadh Saudi Arabia",24.7755827,46.7533447,4.2,605,
مستشفى الدكتور محمد الفقيه,Hospital,,24.7796868,46.7909535,4,416,
عيادة الدكتور عصام الخطاط استشاري طب وجراحة وتجميل وزراعة الأسنان / حي غرناطة - طريق الدمام,Dental clinic,"RQ32+VV Ghirnatah, Riyadh Saudi Arabia",24.8047262,46.7522203,5,3,
Sigal Dental Clinic,Dental clinic,"MPW3+92 As Sulimaniyah, Riyadh Saudi Arabia",24.6962922,46.7025511,3.3,272,
Helenc Group,Medical group,"QPPH+PH Ghirnatah, Riyadh Saudi Arabia",24.7867735,46.7288876,5,1,
Specialist Medical Center,Medical Center,"PMGR+98 Salahuddin, Riyadh Saudi Arabia",24.7259296,46.6908724,2.9,11,
مركز سيلين الطبي فرع الروضة Celeen Medical Center Rawdah branch,Medical Center,"PQX7+MH Ar Rawdah, Riyadh Saudi Arabia",24.7491636,46.7639621,3.5,430,
توريد الشفايف بالليزر مجمع اوان الطبي,Public medical center,,24.7251918,46.8225288,4.3,3,
King Faisal Specialist Hospital & Research Centre,Government hospital,"MMCG+CM Al Mathar Ash Shamali, Riyadh Saudi Arabia",24.6710498,46.6767261,4.2,1409,
Health Oasis Hospital,Hospital,"QP3H+34 King Abdullah Dt., Riyadh Saudi Arabia",24.7526286,46.7278723,3.6,82,
King Saud Medical City-Pediatric Hospital,Hospital,"JMGQ+WQ Ulaishah, Riyadh Saudi Arabia",24.6273514,46.6894028,3.6,1415,
Alluer clinics عيادات الور,Plastic surgery clinic,"QMHQ+5F At Taawun, Riyadh Saudi Arabia",24.777889,46.6886444,3.2,568,
Specialized Medical Center Hospital,Hospital,"MMHP+XX Al Olaya, Riyadh Saudi Arabia",24.6798934,46.6873854,3.4,1180,
مركز الملك فهد لأورام الأطفال,Hospital,"RMHV+8G An Narjis, Riyadh Saudi Arabia",24.8282586,46.693805,4.4,40,
مركز الحجامة الحديث,Alternative medicine practitioner,"QPMX+H4 Ghirnatah, Riyadh Saudi Arabia",24.7839566,46.7477868,4,333,
Prince Sultan Military Medical City,Military hospital,"MPR7+4C As Sulimaniyah, Riyadh Saudi Arabia",24.6903265,46.7136177,3.8,1433,
Dr.mohammed alrafee Dental clinic,Dental clinic,,24.8107494,46.670171,3.4,5,
Riyadh Medical Complex,Medical Center,"MPGW+P7 Jarir, Riyadh Saudi Arabia",24.6767994,46.7456489,2.7,231,
Diabetica Clinic,Diabetes center,"QJRX+55 As Sahafah, Riyadh Saudi Arabia",24.7904948,46.6479044,4.2,19,
CARE MEDICAL CENTER,Medical Center,"MPR2+54 Al Olaya, Riyadh Saudi Arabia",24.6904173,46.7003093,3.8,388,
عيادة سبات,Sleep clinic,"QMHQ+7V At Taawun, Riyadh Saudi Arabia",24.7782393,46.6896892,5,10,
Diet Center Riyadh Clinic,Health consultant,"PMC4+H7 Ar Rahmaniyyah, Riyadh Saudi Arabia",24.7214491,46.6557195,2.2,26,
Aljafel hospital,Hospital,"HJH3+CV Aluraija Al Gharbiyah, Riyadh Saudi Arabia",24.5785393,46.6047268,2.3,653,
Almaseef Medical Clinic,Walk-in clinic,"QM7H+HW Almasiaf, Riyadh Saudi Arabia",24.7638948,46.6797844,3.2,182,
Gama Dental Clinic,Dental clinic,"PMFR+C9 Al Wurud, Riyadh Saudi Arabia",24.7235682,46.6909387,3.7,51,
Home Clinic عيادة المنزل,Home health care service,,24.7251918,46.8225288,,0,
Family Smile Clinics,Medical clinic,"QM67+H8 Al Muruj, Riyadh Saudi Arabia",24.7615097,46.663346,3.6,49,
عياده الطفل السليم والتطعيمات اليرموك الغربي,Hospital,"RQ47+66 Al Yarmuk, Riyadh Saudi Arabia",24.8055726,46.7631045,,0,
BROS Dental Clinic,Dental clinic,"PM8F+QF Al Wurud, Riyadh Saudi Arabia",24.7169282,46.6736713,4.5,120,
Al-fares Medical Complex,Hospital,"HHH3+PH Tuwaiq, Riyadh Saudi Arabia",24.5792779,46.5539224,2.7,99,
Al Yarmok Poly Clinic,Hospital,"RQ6R+39 Al Yarmuk, Riyadh Saudi Arabia",24.810134,46.7909321,3.3,238,
Petromin Auto Care,Auto machine shop,"RPJJ+96 Qurtubah, Riyadh Saudi Arabia",24.8310628,46.7305249,5,1,
عيادة جرس - Bell Clinic,Veterinarian,"VJ6M+VG Al Aarid, Riyadh Saudi Arabia",24.8621856,46.6337771,4.3,232,
view-clinic,Walk-in clinic,"PM7C+HW Al Wurud, Riyadh Saudi Arabia",24.7139146,46.672306,3.9,58,
Dhaka Medical Center,Hospital,"JPV7+4W Al Futah, Riyadh Saudi Arabia",24.6427794,46.7148646,3.9,104,
مجمع عيادات السفير الطبي,Dental clinic,"QPG5+J7 At Taawun, Riyadh Saudi Arabia",24.7765124,46.7082228,4,274,
Joman sea medical clinic,Hospital,"PM5G+CM Al Olaya, Riyadh Saudi Arabia",24.708542,46.6766388,3.3,167,
بوابة مستشفى الجامعة,Hospital,"RPQG+9P King Khalid International Airport, Riyadh Saudi Arabia",24.8384105,46.7267783,3.7,3,
DaVita Central Riyadh Clinic,Hospital,"HMWJ+29 As Suwaidi, Riyadh Saudi Arabia",24.5950212,46.6809752,3.9,7,
Malesa Derma Clinic,Dermatologist,"PM28+JG Al Mathar Ash Shamali, Riyadh Saudi Arabia",24.7016724,46.6663918,3.5,96,
Abdulrahman dental clinic,Cosmetic dentist,"RQ9F+4M Al Munsiyah, Riyadh Saudi Arabia",24.8178087,46.7742377,2.8,23,
Rama Clinic- Ishbilia Compound,Medical clinic,"QRW3+7Q Ishbiliyah, Riyadh Saudi Arabia",24.7957316,46.8044868,,0,
الادارة المالية لمستشفى الملك عبدالله الجامعي,Hospital department,"VP27+XC King Khalid International Airport, Riyadh Saudi Arabia",24.8522701,46.7136141,3,2,
LaserMania,Laser hair removal service,"QMVH+3P Al Wadi, Riyadh Saudi Arabia",24.7926688,46.6792914,3.1,8,
Panorama clinics عيادات بانوراما,Plastic surgery clinic,"PM29+82 Al Olaya, Riyadh Saudi Arabia",24.7007972,46.6675679,1.5,991,
Hair and skin clinic,Medical clinic,"PM9P+C8 Al Wurud, Riyadh Saudi Arabia",24.7185806,46.68581,1,1,
مركز مودة ورحمة للاستشارات,Marriage or relationship counselor,"RMHM+47 An Narjis, Riyadh Saudi Arabia",24.8278678,46.6832332,3.9,55,
مركز الذكاءالسابع للارشاد الاسري,Family counselor,"QMVW+5P Al Wadi, Riyadh Saudi Arabia",24.7929495,46.6968204,3.4,776,
عياده الدكتور عيسى المسواك لطب الاسنان,Hospital,"QQWH+XV Al Yarmuk, Riyadh Saudi Arabia",24.7974549,46.779732,4.6,43,
Ganam clinic,Medical clinic,"PM47+MV Al Olaya, Riyadh Saudi Arabia",24.7066347,46.664648,5,1,
Dallah Hospitals - Namar,General hospital,"HM6G+7Q Alhazm, Riyadh Saudi Arabia",24.5606621,46.6769969,3.3,950,
هنادي حتغير حياتي,Mental health service,"VP58+P9 King Khalid International Airport, Riyadh Saudi Arabia",24.8593407,46.7158852,,0,
Riyadh Colleges of Dentistry and Pharmacy,University hospital,"RQCJ+5V Al Munsiyah, Riyadh Saudi Arabia",24.8204948,46.7821592,3.5,108,
BeautyClinics,Plastic surgery clinic,"PM3H+JJ Al Olaya, Riyadh Saudi Arabia",24.7040326,46.6790816,3.4,218,
National Guard Hospital,Hospital,"QV26+V8 Ar Rimayah, Riyadh Saudi Arabia",24.7521688,46.8607768,3.7,156,
Mirad Medical Clinic,Medical clinic,,24.7395953,46.8361372,3.2,33,
Derma Clinic,Medical clinic,"MPW3+F2 As Sulimaniyah, Riyadh Saudi Arabia",24.6961513,46.7026526,2.2,725,
Obagi,Medical clinic,"MMHP+32 Al Olaya, Riyadh Saudi Arabia",24.6776669,46.68502,2.4,70,
ِعيادات أن أم سي اشبيلية الطبية,Medical clinic,"QQHM+F3 Ishbiliyah, Riyadh Saudi Arabia",24.7786458,46.7827077,1.4,8,
Aldara Hospital,Hospital,"MM7M+66 Al Maazer, Riyadh Saudi Arabia",24.6630888,46.6831177,3.8,302,
Saudi German Clinic Al Nahda Riyadh,Hospital department,"PRX7+5Q An Nahdah, Riyadh Saudi Arabia",24.7479218,46.8144359,5,1,
مركز صحي حي اليرموك بالرياض,Hospital,"RQ47+66 Al Yarmuk, Riyadh Saudi Arabia",24.8055422,46.7630877,2.8,13,
مستشارك طب الأسنان المتقدم,Dental clinic,,24.7811639,46.7492835,3.7,54,
CLINIC VACCINE,Hospital,"QQ9R+52 Al Khaleej, Riyadh Saudi Arabia",24.7679687,46.7900352,,0,
Lora Medical Center,Hospital,"JPV9+C7 Al Amal, Riyadh Saudi Arabia",24.6435764,46.7182007,4.1,74,
عيادات سافي لطب وتجميل الاسنان - Savvy Dental Clinics,Dental clinic,"PM9Q+WC Al Wurud, Riyadh Saudi Arabia",24.7197528,46.6885414,4.3,346,
Elite Veterinary Clinic,Animal hospital,"QJ7F+GR Al Aqiq, Riyadh Saudi Arabia",24.7637655,46.624513,3.5,1270,
وحدة عناية للإستشارات النفسية و الاجتماعية,Mental health clinic,"RP65+X5 Imam Muhammad Ibn Saud Islamic University, Riyadh Saudi Arabia",24.8124104,46.7078778,5,2,
Mouwasat Hospital Accomodation,Condominium complex,"QPPM+VG Ghirnatah, Riyadh Saudi Arabia",24.7872139,46.7338342,4.1,76,
University of Dar Science Hospital,Hospital,"QPW6+PF Al Falah, Riyadh Saudi Arabia",24.796833,46.711151,4,9,
Al-karama national clinic,Medical clinic,"PRMC+Q9 An Nasim Al Gharbi, Riyadh Saudi Arabia",24.734446,46.8208242,5,1,
Orient Medical Solutions Est,Medical equipment supplier,,24.8207036,46.7303611,,0,
مركز صحي اليرموك الغربي,Hospital,"RQ47+76 Al Yarmuk, Riyadh Saudi Arabia",24.8056901,46.7630569,2.7,112,
kaauh main lobby,Hospital,,24.8357722,46.7222494,3,1,
Mouwasat Hospital,Hospital,"QPPM+W2 Ghirnatah, Riyadh Saudi Arabia",24.7872581,46.7325749,2.8,1259,
Riyadh Care Hospital,Hospital,"PQ2H+XP Ar Rawabi, Riyadh Saudi Arabia",24.7024634,46.779263,3.1,861,
Khalid Medical Clinic,Medical clinic,"PRCX+CX An Nasim Ash Sharqi, Riyadh Saudi Arabia",24.7210051,46.8499228,3,79,
عيادة الدكتور عبدالله بكور لطب الاسنان,Hospital,"RPGX+F8 Qurtubah, Riyadh Saudi Arabia",24.8261255,46.7483075,3.7,3,
AMCC Amal medical care Polyclinic,Hospital,"MPC5+M8 Al Murabba, Riyadh Saudi Arabia",24.6716759,46.708271,3.4,23,
Murooj Clinic,Hospital,"QM3F+QM Al Muruj, Riyadh Saudi Arabia",24.75441,46.67421,,0,
مجمع درة غرناطة الطبي,Medical Center,"QPVV+78 Ghirnatah, Riyadh Saudi Arabia",24.7931311,46.7433484,2.4,116,
مركز امتياز للرعاية الصحية الاولية بالقادسية,Hospital,"RRG7+R7 Al Qadisiyyah, Riyadh Saudi Arabia",24.827098,46.8131434,4.1,64,
