title,category,dist,lat,lng,rating,reviewsCount,price
Dar Al Uloom University,University,"QPW6+9F Al Falah, Riyadh Saudi Arabia",24.7958886,46.7112207,3.8,235,
Shoroq Al Maarefa Ideal Schools,Private educational institution,"QQW9+H2 Al Yarmuk, Riyadh Saudi Arabia",24.7964154,46.7676661,4.2,91,
لكاس الدكتور المزنكس,School,"RP84+FH Imam Muhammad Ibn Saud Islamic University, Riyadh Saudi Arabia",24.816215,46.7064619,,0,
Hardee's,Fast food restaurant,"RR43+H6 Ishbiliyah, Riyadh Saudi Arabia",24.8064172,46.8031114,3.7,371,$$
Kids World School,School,"PM4W+2J As Sulimaniyah, Riyadh Saudi Arabia",24.7050696,46.6964202,3,42,
مدارس البراعة العالمية,School,"QM7P+86 Almasiaf, Riyadh Saudi Arabia",24.7633571,46.6856146,3.7,48,
Future Generation Philippine International School Female Section,International school,"MPX5+MJ As Sulimaniyah, Riyadh Saudi Arabia",24.6992533,46.7091052,3.5,22,
Guthu Restaurant,Indian restaurant,"PQF7+73 Ar Rawdah, Riyadh Saudi Arabia",24.7231656,46.7626405,3.6,1013,££
دار النجاح النسائية لتعليم القرآن الكريم,School,"RPGJ+WF Qurtubah, Riyadh Saudi Arabia",24.8273667,46.7312323,4.3,11,
Arsenal Academy,Academy,"RQ4C+Q3 Al Yarmuk, Riyadh Saudi Arabia",24.8069821,46.7701295,3.9,293,
Hardee's,Fast food restaurant,"QPC6+5V Al Izdihar, Riyadh Saudi Arabia",24.7704142,46.7122375,3.7,357,$$
اليرموك,School,,24.8006392,46.7624293,3,1,
Hi Cafe Ksa,Lounge,"VQ28+9V Al Munsiyah, Riyadh Saudi Arabia",24.8509689,46.7672013,3.8,956,££
8oz Coffee | ايت اوز كوفي,Coffee store,"RJ46+JX Al Malqa, Riyadh Saudi Arabia",24.806544,46.612398,4.1,2055,
Hong,Chinese restaurant,"MJ8J+79 Al Hada, Riyadh Saudi Arabia",24.6659053,46.6308144,4.1,41,
مدرسة عمرو ابن قيس,School,"RQ25+X8 Ghirnatah, Riyadh Saudi Arabia",24.80246,46.758312,3.5,2,
Success International School,School,"JP3R+FJ Al Mansourah, Riyadh Saudi Arabia",24.6035218,46.7416716,3.3,56,
Mukha Coffee | موخا,Coffee shop,,24.8064375,46.6121875,3.7,303,
The Globe,European restaurant,"MMRJ+FW Al Olaya, Riyadh Saudi Arabia",24.6911749,46.6823698,,0,
Subway,Sandwich shop,"PM4J+23 Al Olaya, Riyadh Saudi Arabia",24.7050999,46.6801586,3.9,135,££
العمادات المساندة رقم ٢,School,"RP94+4R Imam Muhammad Ibn Saud Islamic University, Riyadh Saudi Arabia",24.8177775,46.7070171,,0,
arbista cafe,Coffee shop,,24.849594,46.8162811,3,2,
Coffee Hill,Cafe,"PMFJ+RR Al Wurud, Riyadh Saudi Arabia",24.7246104,46.6820064,3.9,450,
Al Naslah Restaurant at IntercityHotel Riyadh Malaz,Restaurant,"MPCP+PF Al Malaz, Riyadh Saudi Arabia",24.671818,46.736198,4.2,11,
مدرسة الوليد بن عبادة,School,"QPRM+56 Ghirnatah, Riyadh Saudi Arabia",24.7904162,46.7330771,3.9,25,
Noura Kerala Restaurant,Indian restaurant,,24.824672,46.793347,3.6,293,
COZY,Cafe,"QJP7+WP Al Malqa, Riyadh Saudi Arabia",24.787295,46.6142528,4.1,1315,££
Alghad National Schools,School,"PPMQ+99 King Abdullah Dt., Riyadh Saudi Arabia",24.7334595,46.7384734,3.5,39,
Mehmer,Restaurant,,24.6642513,46.7062608,3.9,44,
Sweet and Salty Shuhada neighborhood,Sweet shop,"QPRR+2F Ghirnatah, Riyadh Saudi Arabia",24.7900881,46.7411782,3.9,680,££
جامع البدراني,School,"RPFR+4F Qurtubah, Riyadh Saudi Arabia",24.822842,46.7412284,,0,
الادارة العامة في مدارس المدينة الاكاديمية,School,,24.796621,46.7400486,2.3,3,
Najd Village - القرية النجدية‎,Traditional restaurant,"MMX9+3M Al Olaya, Riyadh Saudi Arabia",24.6976883,46.6692333,3.9,5838,££
Tim hortons,Coffee shop,"RM98+42 Alyasmin, Riyadh Saudi Arabia",24.8178036,46.6650563,4.1,10,
DISR - German International School,School,"VJ2Q+QC Al Aarid, Riyadh Saudi Arabia",24.8519849,46.638563,3.5,20,
مدرسة علي,School,"RQC9+R2 Al Munsiyah, Riyadh Saudi Arabia",24.8220873,46.7675684,,0,
Qurtuba Plaza,Software company,"RP4P+WW Qurtubah, Riyadh Saudi Arabia",24.8073566,46.7372592,4,1744,
TRIESTE,Cafe,"PJRX+VM An Nakheel, Riyadh Saudi Arabia",24.742177,46.649218,3.9,3152,
King's College Riyadh,School,QH6F+QR Ad Diriyah Saudi Arabia,24.7619365,46.5746164,5,3,
AlManhal Schools,School,"QM8V+8G At Taawun, Riyadh Saudi Arabia",24.7658643,46.6938721,4.3,918,
White Garden,Restaurant,"MMVM+PF Al Olaya, Riyadh Saudi Arabia",24.6943084,46.6836945,4,2945,££
Ons Coffee أُنْس,Coffee roasters,"QMGF+WR An Nafal, Riyadh Saudi Arabia",24.7772782,46.6745348,4.3,1135,£
Shoroq Al Marefa School - Female,School,"RQ4G+52 Al Yarmuk, Riyadh Saudi Arabia",24.8054973,46.7750639,4.4,306,
ملعب كرة القدم,School,,24.7986353,46.7091251,,0,
شاورما هليل,Restaurant,"RQ44+F6 Ghirnatah, Riyadh Saudi Arabia",24.8061446,46.7556243,3.6,363,
Caffe Bene,Cafe,"PM85+XF Ar Rahmaniyyah, Riyadh Saudi Arabia",24.717379,46.6587327,4.1,2384,££
Bangladesh International School,School,"MMMX+R7 Al Olaya, Riyadh Saudi Arabia",24.6845766,46.6980497,3.9,68,
Shawarmer,Fast food restaurant,"RP4P+WW Qurtubah, Riyadh Saudi Arabia",24.8073286,46.7372731,3.2,41,
Sands International School,School,"MMXW+69 As Sulimaniyah, Riyadh Saudi Arabia",24.6980234,46.6959219,3,62,
KFC,Chicken restaurant,"RP2V+9F Ghirnatah, Riyadh Saudi Arabia",24.8009493,46.7436393,3.4,891,££
اتعتت,School,,24.8172518,46.709787,,0,
ROKA,Restaurant,"PP44+8F As Sulimaniyah, Riyadh Saudi Arabia",24.7057768,46.7061517,4.4,299,
Al Naseem International School,School,"PR9J+QR An Nasim Al Gharbi, Riyadh Saudi Arabia",24.7194247,46.8320171,3.6,38,
Parking,School,,24.8155933,46.7070966,,0,
The Villa Restaurant,Thai restaurant,"PJ2X+R5 Al Raed, Riyadh Saudi Arabia",24.70211,46.6479318,4.1,1045,£
المركز الوطني للتقويم والاعتماد الأكاديمي,School,"RPF7+3H Imam Muhammad Ibn Saud Islamic University, Riyadh Saudi Arabia",24.8227059,46.7139195,5,1,
Rowad AlKhaleej International School Qurtuba,,"RP5P+37 Qurtubah, Riyadh Saudi Arabia",24.8076471,46.7356673,2.9,42,
مدرسة مناهل الفرقان,Primary school,"RQ75+2X Al Munsiyah, Riyadh Saudi Arabia",24.8124428,46.7597417,3.1,12,
Lusin,Restaurant,"QJ2F+4C An Nakheel, Riyadh Saudi Arabia",24.75037,46.6235894,3.8,1949,$$$$
White Garden The Lounge,Restaurant,"QJ3G+75 Hittin, Riyadh Saudi Arabia",24.753187,46.6253845,4.1,2185,$$$
Lahori Khabay Pakistani Restaurant,Pakistani restaurant,"MPH5+57 Al Murabba, Riyadh Saudi Arabia",24.6779514,46.7081983,3.9,4836,$$
canton,Restaurant,"RP5P+2R Qurtubah, Riyadh Saudi Arabia",24.8075536,46.7370653,3.3,95,$$
Nobu Hotel Riyadh,,"PM4G+G7 Al Olaya, Riyadh Saudi Arabia",24.7062542,46.6757498,4.3,216,
Suhail,Restaurant,"QJ2F+38 An Nakheel, Riyadh Saudi Arabia",24.750147,46.6232781,3.7,1255,
Five guys,Restaurant,"RP5P+8M Qurtubah, Riyadh Saudi Arabia",24.8083598,46.7367099,3.5,459,$$$$
أزورو,Restaurant,"MJ8J+43 Al Hada, Riyadh Saudi Arabia",24.6652367,46.6300596,4.1,94,
Panda Express,Chinese restaurant,"MPW2+JQ As Sulimaniyah, Riyadh Saudi Arabia",24.6965463,46.7019956,4.4,4566,$$
Sulalat Coffee,Cafe,"PP4X+68 Ar Rabwah, Riyadh Saudi Arabia",24.705542,46.7482935,4.3,1890,$$
SHAKKEL شكّل,Restaurant,"PJW9+6X An Nakheel, Riyadh Saudi Arabia",24.7455088,46.6199472,4.1,10,
dr.CAFE COFFEE | V12 | د.كيف,Coffee shop,"XP62+8R King Khalid International Airport, Riyadh Saudi Arabia",24.9608377,46.7020251,4.2,52,$$
Paul Bakery & Restaurant,French restaurant,"MMWP+WJ Al Olaya, Riyadh Saudi Arabia",24.6972865,46.6865315,4.2,3052,$$$
Dunkin' Donuts10069,Donut shop,"QMJ7+3F An Nafal, Riyadh Saudi Arabia",24.7801938,46.6636394,4.1,530,$$
Shurfa Restaurant,Restaurant,"PP3V+96 King Abdul Aziz, Riyadh Saudi Arabia",24.703396,46.7430634,3.9,10040,$$
12 Cups,Cafe,"PQJ3+HH Ar Rawdah, Riyadh Saudi Arabia",24.7314002,46.7539049,4,274,$$
Shawarma House,Middle Eastern restaurant,"PM5P+CX As Sulimaniyah, Riyadh Saudi Arabia",24.7085402,46.6874323,4.3,21033,$$
A12 Cafe | أ ١٢ كافيه | RUH T One,Cafe,"PJ5R+W8 Al Raed, Riyadh Saudi Arabia",24.7098145,46.6408373,4.6,534,
P.F. Chang's,Asian fusion restaurant,"QJ4H+5W Al Aqiq, Riyadh Saudi Arabia",24.755442,46.629806,4.1,1298,
Brew Bar Specialty Coffee,Coffee shop,"MMRC+P9 Al Mathar Ash Shamali, Riyadh Saudi Arabia",24.6918192,46.6709477,4.1,250,
Al Orjouan,Buffet restaurant,"MJ7J+C3 Al Hada, Riyadh Saudi Arabia",24.6635616,46.6301305,4.3,601,
Dose cafe,Coffee shop,"RJ48+XV Al Malqa, Riyadh Saudi Arabia",24.8074718,46.6171757,3.7,2819,$$
Shake Shack,Hamburger restaurant,"QJ3G+37 Hittin, Riyadh Saudi Arabia",24.7526319,46.6256309,3.9,1543,$$$$
Caribou Coffee - كاريبو كوفي,Coffee shop,"PM3X+4W As Sulimaniyah, Riyadh Saudi Arabia",24.7028504,46.6997797,4.2,809,$$
Aurora Coffee,Coffee shop,"RJ85+MV Al Malqa, Riyadh Saudi Arabia",24.816659,46.6097295,4.2,495,$$
PEAK,Cafe,"QJ62+42 Hittin, Riyadh Saudi Arabia",24.7603502,46.6000332,4.2,698,
Mayrig Riyadh - Altahliya | مايريك رياض - التحلية,Armenian restaurant,"MMVH+JJ Al Olaya, Riyadh Saudi Arabia",24.6940931,46.6791022,3.9,2187,
Tim Hortons,Cafe,"QM4M+78 Al Mursalat, Riyadh Saudi Arabia",24.7557457,46.6833697,4.2,813,$$
Costa Coffee - Xcite Center,Coffee shop,"PMQQ+26 Salahuddin, Riyadh Saudi Arabia",24.7375107,46.6880612,3.6,25,$$
Dr. Café Coffee,Cafe,"PQMM+2X Ar Rawdah, Riyadh Saudi Arabia",24.7325859,46.7849044,4.1,427,$$
Namq cafe,Cafe,"RJ59+34 Al Malqa, Riyadh Saudi Arabia",24.8076603,46.6177813,4.4,1612,
Shiro,Japanese restaurant,"PM22+WC Umm Al Hamam Al Gharbi, Riyadh Saudi Arabia",24.7023679,46.6510641,4.2,1185,$$
Mathaq Al Cafe,Cafe,"QM86+47 Al Muruj, Riyadh Saudi Arabia",24.7653497,46.6605726,4.3,18,
فوال أحمد محمد يحيى مذيبي عواجي,Restaurant,"RP3J+V3 Qurtubah, Riyadh Saudi Arabia",24.8046285,46.7302467,3.7,10,
T.G.I Friday's,American restaurant,"QQ85+XX King Faisal Dt., Riyadh Saudi Arabia",24.7673946,46.759929,3.8,2371,$$$
dr.CAFE COFFEE | د.كيف كافيه,Coffee store,"PMC9+Q2 Al Wurud, Riyadh Saudi Arabia",24.7219655,46.6675028,4.1,622,
Coffee.Title,Coffee store,"QMWX+78 Al Wadi, Riyadh Saudi Arabia",24.7957591,46.6984192,4,3,
Venti Cafe | فنتي كافيه,Cafe,"PJHR+RG Al Mohammadiyyah, Riyadh Saudi Arabia",24.7295258,46.6412971,3.6,809,
COBEE Cafe,Cafe,"PQ3H+3C Ar Rayyan, Riyadh Saudi Arabia",24.7027506,46.7785457,4.2,1723,$$
Caribou Coffee - كاريبو كوفي,Coffee shop,"WPV6+FM King Khalid International Airport, Riyadh Saudi Arabia",24.9436326,46.7116614,3.3,77,$$
دار النجاح النسائية لتحفيظ القرآن,School,,24.8279575,46.7309706,4,3,
مسجد مدينة الأعمال,School,,24.8072918,46.7187891,3,1,
مدارس المنارات الأهلية,School,"QPQC+C9 Al Izdihar, Riyadh Saudi Arabia",24.7885624,46.7209283,3.8,57,
Education International Schools,School administrator,"PM3X+VG As Sulimaniyah, Riyadh Saudi Arabia",24.7045951,46.6986246,3.3,139,
College Of pharmacy PNU,School,,24.8424711,46.7201415,5,1,
دار الابرار ل تحفيظ القران,School,,24.832342,46.7385685,1.5,2,
Ibn Khaldun Boys' School,School,,24.8150711,46.6548318,2.7,53,
خيريه,School,,24.8153643,46.7524734,,0,
معهد النجاح لتعليم الوحيين,School,"RPHJ+6C Qurtubah, Riyadh Saudi Arabia",24.8280644,46.7310587,4.6,22,
Horizon International School,School,"PMFP+W5 Al Wurud, Riyadh Saudi Arabia",24.7247629,46.6853771,3.5,170,
Spectra Cafe,Cafe,"QP6V+JM Al Quds, Riyadh Saudi Arabia",24.7615317,46.7442349,3.8,146,
Kuttab International School مدرسة كتاب العالمية,School,"QQW2+WJ Ghirnatah, Riyadh Saudi Arabia",24.7973263,46.7515972,4.5,21,
dr.CAFE COFFEE | V12,Coffee shop,"MMPM+VH Al Olaya, Riyadh Saudi Arabia",24.6871658,46.68392,4.4,2139,$$
مركز التدريب العدلي (البوابة الشرقية),School,,24.8038917,46.7058336,,0,
ثانوية جواهر بنت عبدالعزيز,School,"QPVR+88 Ghirnatah, Riyadh Saudi Arabia",24.793281,46.740793,4.1,22,
THIRD,Coffee shop,"QP68+7C An Nuzhah, Riyadh Saudi Arabia",24.7607339,46.7161125,3.7,1985,$$$
Ibrahim School swimmer Women for the memorization of the Koran,Religious school,"RQM6+F5 Al Munsiyah, Riyadh Saudi Arabia",24.833545,46.7604749,3.9,7,
قهوة صحبة | Sohba Coffee,Cafe,"RJ76+6J Al Malqa, Riyadh Saudi Arabia",24.8130405,46.6116095,4.5,1087,$$
KRISPY KREME,Coffee shop,,24.7739696,46.776185,4.3,3,$$
Friday's,American restaurant,"PM37+WR Al Mathar Ash Shamali, Riyadh Saudi Arabia",24.7048818,46.6645537,3.9,3650,$$$
King Faisal School,School,"MJM9+9V Al Safarat, Riyadh Saudi Arabia",24.6834421,46.6196985,3.9,121,
MERAKI Restaurant Riyadh,Restaurant,"MMRM+5F Al Olaya, Riyadh Saudi Arabia",24.6904628,46.6837202,4,427,
High School Girls 91,High school,"QPMQ+9C Ghirnatah, Riyadh Saudi Arabia",24.7834866,46.7385627,2.5,17,
EQUAL,Coffee shop,"PJQJ+3G An Nakheel, Riyadh Saudi Arabia",24.7376255,46.6312947,4,1225,
PORTERHOUSE,Steak house,"MMVH+JG Al Olaya, Riyadh Saudi Arabia",24.694002,46.6788305,4.2,2985,$$$$
روضة الرواد,School,,24.7817352,46.7211487,,0,
The Globe,Restaurant,"MMQP+VC Al Olaya, Riyadh Saudi Arabia",24.6896353,46.6860101,4,660,
ابتدائية أم المؤمنين خديجة,School,"RPCX+5V Qurtubah, Riyadh Saudi Arabia",24.8203784,46.7496431,2.6,26,
Mug Shot Coffee,Coffee shop,"RH9W+6F Al Malqa, Riyadh Saudi Arabia",24.8180397,46.596247,4.6,273,
Blaze Pizza,Pizza restaurant,"QJ4H+VP Al Aqiq, Riyadh Saudi Arabia",24.7572372,46.6292821,4.3,202,
مدرسة الشهداء الجديده,School,"QPVM+C4 Ghirnatah, Riyadh Saudi Arabia",24.7936483,46.7328273,3,2,
مدارس منارات قرطبة الاهلية,School,"RQ97+94 Al Munsiyah, Riyadh Saudi Arabia",24.8183762,46.7627809,3.1,42,
Goodah Soos Restaurant,Restaurant,"MPR4+FX As Sulimaniyah, Riyadh Saudi Arabia",24.6912051,46.7074926,4.2,216,$
Madeleine,Restaurant,"QJ27+F5 Hittin, Riyadh Saudi Arabia",24.7511656,46.6129601,4.1,5608,$$$
abu jbara restaurant,Falafel restaurant,"QPH6+58 Al Izdihar, Riyadh Saudi Arabia",24.7781883,46.7112977,3.7,1070,$$
TAJ Castle Indian Restaurant,Indian restaurant,"PMCV+73 As Sulimaniyah, Riyadh Saudi Arabia",24.7206817,46.6926464,4.1,1101,$$
Elements,Buffet restaurant,"PM6F+Q5 Al Olaya, Riyadh Saudi Arabia",24.7119556,46.6729645,4.2,428,
Elixir Bunn Coffee Roasters,Coffee shop,"PJM6+MG An Nakheel, Riyadh Saudi Arabia",24.7342147,46.6112765,4.2,3398,$$
Cipriani Riyadh,Italian restaurant,"QJ45+M3 Hittin, Riyadh Saudi Arabia",24.7567033,46.6077231,3.9,2246,$$$$
كرسبي كريم أطياف مول- Krispy Kreme Atyaf Mall,Coffee store,"QQV8+7W Al Yarmuk, Riyadh Saudi Arabia",24.7932627,46.7672481,3.8,18,$$
Riverwalk,Coffee shop,"QMCX+P3 At Taawun, Riyadh Saudi Arabia",24.7718183,46.6976958,4.3,40,
Mirage,Chinese restaurant,"PM57+H3 Ar Rahmaniyyah, Riyadh Saudi Arabia",24.7088964,46.6627318,4,1749,$$$
اسواق عال الكيف - محامص عال الكيف - قرطبة,Coffee roasters,"RP9J+F6 Qurtubah, Riyadh Saudi Arabia",24.8186252,46.7305954,3.9,301,
Al Romansiah Family,Restaurant,"QJMP+F4 Al Aqiq, Riyadh Saudi Arabia",24.783657,46.635294,4,7330,$$
Reboot cafe ( coffee & Tea l,Coffee shop,"QMR3+V4 Ar Rabi, Riyadh Saudi Arabia",24.7921994,46.6528701,4.8,1259,$
Terrace Grill تراس جريل,Restaurant,"MPP6+9X Al Wizarat, Riyadh Saudi Arabia",24.6859295,46.7123822,4.2,134,
Noodles factory,Restaurant,"QP69+36 Al Mughrizat, Riyadh Saudi Arabia",24.7601269,46.7180119,3.9,249,
Bolt Coffee,Coffee shop,"QJF9+X6 Hittin, Riyadh Saudi Arabia",24.7749832,46.618002,4.4,285,
Zaitoon indian and chinese restaurant,Indian restaurant,"MP96+3P Al Wizarat, Riyadh Saudi Arabia",24.6676393,46.7117592,4.4,873,
زهير,Flower designer,"RP8H+79 Qurtubah, Riyadh Saudi Arabia",24.8156905,46.7283977,4.2,238,
North coffee - نورث كوفي,Coffee shop,"QJMM+XV Al Aqiq, Riyadh Saudi Arabia",24.784928,46.6346534,3.8,2544,$$
KRUATHAI Restaurant,Thai restaurant,"MPV3+37 As Sulimaniyah, Riyadh Saudi Arabia",24.6926772,46.7031793,4.2,635,$$
Fillmore Speciality Coffee,Coffee shop,"RH8X+M3 Al Malqa, Riyadh Saudi Arabia",24.8166486,46.5977195,4.6,461,
najd village,Traditional restaurant,"RJ7W+5W Alyasmin, Riyadh Saudi Arabia",24.8129383,46.6473142,4,6280,$$
ضيافه المهيله,Cafe,"RP34+WX Al Falah, Riyadh Saudi Arabia",24.8047618,46.707405,3.8,31,
TOPKAPI Al Ghadir,Turkish restaurant,,24.7671484,46.6599473,3.9,1995,$$$
Noor Al Hanaa,Restaurant,"RM32+HP Alyasmin, Riyadh Saudi Arabia",24.8039064,46.6518022,4,2012,$
TUXEDO coffee,Coffee shop,"QP4H+GW Al Mughrizat, Riyadh Saudi Arabia",24.7563118,46.7298746,4.3,131,
Half Million,Coffee shop,"RJHQ+3W Alyasmin, Riyadh Saudi Arabia",24.8277128,46.6397956,4,1333,
Dr. Cafe Coffee,Coffee shop,"MPP4+6F As Sulimaniyah, Riyadh Saudi Arabia",24.6855155,46.7062228,4.2,4226,$$
Delta Schools مدارس دلتا,Educational institution,"QM46+33 Al Muruj, Riyadh Saudi Arabia",24.7551446,46.6602055,3,245,
حضانة بدايات,Nursery school,"RP6V+6F Qurtubah, Riyadh Saudi Arabia",24.8105224,46.743692,4.4,45,
126 Intermediate School -Girl section,School,"QPWW+4C Ghirnatah, Riyadh Saudi Arabia",24.7953174,46.7461006,2.9,22,
Second Philippine International School,International school,"MMXX+QG As Sulimaniyah, Riyadh Saudi Arabia",24.6995396,46.6987277,4.7,30,
Al-Amjad Private Schools Boys',School,"QQH3+VW Al Hamra, Riyadh Saudi Arabia",24.7797392,46.754857,3.6,127,
Learning Oasis International School,School,"MMRW+X5 Al Olaya, Riyadh Saudi Arabia",24.6923519,46.695487,3.5,74,
"Pakistan International School English Section (PISES), Riyadh",School,"PM24+GJ Al Mathar Ash Shamali, Riyadh Saudi Arabia",24.7013729,46.6565172,3.8,125,
SEK International School Riyadh,International school,"QMM2+RR Ar Rabi, Riyadh Saudi Arabia",24.7845778,46.6520632,4.5,4,
مضلات وسواتر,School,"RP8J+JQ Qurtubah, Riyadh Saudi Arabia",24.816605,46.7319752,,0,
مدرسة ام كلثوم للطفولة المبكرة,Primary school,"RQ54+H4 Qurtubah, Riyadh Saudi Arabia",24.8089765,46.7552568,3.9,18,
دار البابطين لتحفيظ القران للبنات,School,"RP4V+C2 Qurtubah, Riyadh Saudi Arabia",24.8060503,46.7425969,4,9,
برنامج الرياحين لتحفيظ القرآن الكريم فرع قرطبة,School,"RP3J+3Q Qurtubah, Riyadh Saudi Arabia",24.8026581,46.7318176,4.1,31,
Arqam National Schools in Riyadh,School,"QQC2+8P Al Hamra, Riyadh Saudi Arabia",24.7707506,46.7517973,3.4,194,
مدرسة عمرو بن قيس الابتدائيه بالرياض,School,"RQ25+V5 Ghirnatah, Riyadh Saudi Arabia",24.8021354,46.7579429,3.1,26,
Yahya,Middle school,,24.8233263,46.7303982,,0,
Pakistan International School Riyadh,International school,"MM2P+7R Al Nasiriyyah, Riyadh Saudi Arabia",24.6507107,46.6871196,4,178,
School Al fahad,School,"QQXC+XP Al Yarmuk, Riyadh Saudi Arabia",24.7999837,46.7718495,,0,
Al - Rowad International Schools,Private educational institution,"QP43+8G An Nuzhah, Riyadh Saudi Arabia",24.7557917,46.7038338,3.2,389,
khaled international,School,"MPWV+RW Ar Rabwah, Riyadh Saudi Arabia",24.6970378,46.7448641,4.6,5,
مسجد,School,,24.8052502,46.7462875,,0,
Coffee and Tea,Coffee machine supplier,"RP4P+VW Qurtubah, Riyadh Saudi Arabia",24.8072106,46.7373358,4.4,20,
Caribou Coffee - كاريبو كوفي,Coffee shop,"RM32+8V Alyasmin, Riyadh Saudi Arabia",24.8033413,46.6521299,4.2,1102,$$
دانكن دونتس,Cafe,"QMGQ+35 At Taawun, Riyadh Saudi Arabia",24.7752022,46.6879624,4,343,$$
JOLT,Cafe,"PJHR+JM Al Mohammadiyyah, Riyadh Saudi Arabia",24.7290831,46.6416786,3.9,3680,$$$
Krispy Kreme Rabea Square - كرسبي كريم الربيع سكوير,Cafe,"QMVF+4C Ar Rabi, Riyadh Saudi Arabia",24.7928052,46.6735593,4,20,$$
Coffee Day,Coffee shop,"PMV4+F5 Al Mohammadiyyah, Riyadh Saudi Arabia",24.7436837,46.6554674,4.1,456,$$
مقهى ديوانية النادر,Cafe,"RP9V+MH Qurtubah, Riyadh Saudi Arabia",24.8191644,46.7438918,4.2,12,
dr.CAFE COFFEE,Coffee shop,"QR2C+6V An Nasim Ash Sharqi, Riyadh Saudi Arabia",24.750503,46.822195,3.9,292,$$
Capri Cafe,Cafe,"QMW2+H5 As Sahafah, Riyadh Saudi Arabia",24.7964135,46.6504235,4.3,2116,
EveryDay Coffee Roastery,Coffee shop,"QJMW+R9 Ar Rabi, Riyadh Saudi Arabia",24.7845659,46.6458984,3.8,29,
خلاصة الكيف,Coffee store,,24.8270598,46.7351103,3.9,16,
مركز العناية بالمسلمين الجدد- فرع شمال الرياض,School,"RQ67+5H Al Munsiyah, Riyadh Saudi Arabia",24.8104036,46.7639355,5,1,
School Al Faris,School,"QMWX+FC Al Wadi, Riyadh Saudi Arabia",24.7961366,46.6986184,,0,
Barn's | بارنز,Coffee store,"RQR2+R7 King Khalid International Airport, Riyadh Saudi Arabia",24.8421019,46.7506464,4.3,307,
متوسطة فاطمة بنت الخطاب,School,"RQ53+6F Qurtubah, Riyadh Saudi Arabia",24.8081083,46.7536617,2.3,18,
ديوانية رفيده للقهوه العربيه,Traditional teahouse,"RQC6+2C Al Munsiyah, Riyadh Saudi Arabia",24.8200238,46.7610996,4.2,154,
Mohammed Al Manea Primary School,School,"QPQM+V2 Ghirnatah, Riyadh Saudi Arabia",24.789691,46.7325313,3.4,15,
3rd Floor Coffee,Coffee shop,"QQ83+MX Al Hamra, Riyadh Saudi Arabia",24.7667219,46.7549086,4,301,
Saud International School,School,"PM2R+MF Al Olaya, Riyadh Saudi Arabia",24.7017142,46.6911907,4.1,130,
Caoua | كاوا,Coffee shop,"QMFJ+P7 Almasiaf, Riyadh Saudi Arabia",24.7742999,46.6806749,4.3,475,$$
Ibn Khaldun Schools,School,"QMFC+44 An Nafal, Riyadh Saudi Arabia",24.7728113,46.6703698,3.2,163,
HEI Schools Al Malga,School,"QJW7+5H Al Malqa, Riyadh Saudi Arabia",24.7953829,46.613938,4.4,23,
مدرسة نجلاء,School,"QPWW+8J Ghirnatah, Riyadh Saudi Arabia",24.7958286,46.7465034,,0,
Creative stars kindergarten,School,"RJ72+WR Al Malqa, Riyadh Saudi Arabia",24.8148352,46.6021794,5,2,
PANDEMIC coffee,Coffee shop,"PJHV+28 Al Mohammadiyyah, Riyadh Saudi Arabia",24.727592,46.6433531,3.5,4021,$$$
Advanced Learning Schools,School,"PJH3+H3 An Nakheel, Riyadh Saudi Arabia",24.7288724,46.6027481,3.2,43,
White Foam Coffee & Roaster,Cafe,"PMHV+XQ Salahuddin, Riyadh Saudi Arabia",24.7299166,46.6944858,3.8,486,$$
Dome International Schools,International school,"QM9C+HR Almasiaf, Riyadh Saudi Arabia",24.76898,46.6720695,3.5,285,
Al Danah International School,School,"MPW6+33 As Sulimaniyah, Riyadh Saudi Arabia",24.6951452,46.7101885,4.3,16,
Saudi Driving School - Ladies,School,"VP26+96 King Khalid International Airport, Riyadh Saudi Arabia",24.8509718,46.7105694,1.9,181,
